Name,Description,Requirements,Reward,Type,Sub_Type,Heist,Difficulty,Status,Completion Date,Source
Return to Sender,"Kill 25 Snipers using only the Rattlesnake sniper rifle. Unlocks the ""Tactical Aluminium Body"" for the Rattlesnake sniper rifle.",Kill 25 Snipers using only the Rattlesnake sniper rifle. Completing this achievement will unlock the Tactical Aluminium Body for the Rattlesnake sniper rifle.,Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Sniper Pack
You Can't Hide,"Kill 25 enemies shooting through walls or objects using only the R93 sniper rifle. Unlocks the ""Wooden Body"" for the R93 sniper rifle.",Kill 25 enemies shooting through walls or objects using only the R93 sniper rifle. Completing this achievement will unlock the Wooden Body for the R93 sniper rifle.,Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Sniper Pack
Double Kill,"Kill 2 enemies with one bullet 25 times using only the Rattlesnake sniper rifle. Unlocks the ""Sniper Suppressor"" for the Rattlesnake sniper rifle.",Kill 2 enemies with one bullet 25 times using only the Rattlesnake sniper rifle. Completing this achievement will unlock the Sniper Suppressor for the Rattlesnake sniper rifle.,Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Sniper Pack
Public Enemy No. 1,"Kill 250 enemies using only the Rattlesnake sniper rifle. Unlocks the ""Long Barrel"" for the Rattlesnake sniper rifle.",Kill 250 enemies using only the Rattlesnake sniper rifle. Completing this achievement will unlock the Long Barrel for the Rattlesnake sniper rifle.,Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Sniper Pack
Lord of the Flies,"Perform 50 headshot kills using any sniper rifle. Unlocks the ""Asilidae"" mask, ""Carapace"" material and ""Bugger"" pattern.","Perform 50 headshot kills using any sniper rifle. Completing this achievement will unlock the “Asilidae” mask, “Carapace” material and “Bugger” pattern.",Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Sniper Pack
Arachne's Curse,"Perform 100 headshot kills using any sniper rifle. Unlocks the ""Tarantula"" mask, ""Insectoid"" material and ""Spider Eyes"" pattern.","Perform 100 headshot kills using any sniper rifle. Completing this achievement will unlock the “Tarantula” mask, “Insectoid” material and “Spider Eyes” pattern.",Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Sniper Pack
Pest Control,"Perform 250 headshot kills using any sniper rifle. Unlocks the ""Vespula"" mask, ""Bug Shell"" material and ""Venomous"" pattern.","Perform 250 headshot kills using any sniper rifle. Completing this achievement will unlock the “Vespula” mask, “Bug Shell” material and “Venomous” pattern.",Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Sniper Pack
Seer of Death,"Perform 500 headshot kills using any sniper rifle. Unlocks the ""Sphodromantis"" mask, ""Hard Shell"" material and ""Wings of Death"" pattern.","Perform 500 headshot kills using any sniper rifle. Completing this achievement will unlock the “Sphodromantis” mask, “Hard Shell” material and “Wings of Death” pattern.",Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Sniper Pack
Triple Kill,"Kill 3 enemies with one bullet using any sniper rifle. Unlocks the ""Angled sight"" for all sniper rifles.",Kill 3 enemies with one bullet using any sniper rifle. Completing this achievement will unlock the Angled sight for all sniper rifles.,Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Sniper Pack
Didn't See That Coming Did You?,"Kill 10 enemies using any sniper rifle while zip lining. Unlocks the ""Theia Magnified Scope"" for sniper rifles.",Kill 10 enemies using any sniper rifle while zip lining. Completing this achievement will unlock the Theia Magnified Scope for sniper rifles.,Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Sniper Pack
Build Me an Army Worthy of Crime.net,Equip the Golden AK.762 rifle.,"Equip the Golden AK.762 rifle. Celebrating 500,000 heisters in the official community group, you can now unlock the Golden AK.762 rifle by simply joining the PAYDAY 2 Official Group on Steam.",,Achievement,Inventory,,Normal,Incomplete,,Gage Sniper Pack
The Man With the Golden Gun,Kill 6 Skulldozers using only the golden AK.762 rifle.,,,Achievement,Equipment,,Normal,Incomplete,,Gage Sniper Pack
I Will Fade to Dark,"In the Shadow Raid job, secure 4 bags of loot.",,,Achievement,Heist,Shadow Raid,Normal,Incomplete,,Shadow Raid
I Will Pass Through Walls,"In the Shadow Raid job, secure at least 6 bags of loot and escape without killing anyone.",,,Achievement,Heist,Shadow Raid,Normal,Incomplete,,Shadow Raid
I Will Take With Impunity,"In the Shadow Raid job, secure a piece of every available type of loot, including money, gold, cocaine, artifact, painting, weapons and server.",,,Achievement,Heist,Shadow Raid,Normal,Incomplete,,Shadow Raid
I Will Walk Faceless Among Men,"In the Shadow Raid job, secure all 4 pieces of the samurai armor. Unlocks the ""Somen Mempo"" mask.","In the Shadow Raid job, secure all 4 pieces of the samurai armor. Unlocks the “Somen Mempo” mask.",Yes,Achievement,Heist,Shadow Raid,Normal,Incomplete,,Shadow Raid
I Am Ninja,"In the Shadow Raid job, secure 16 bags of random loot including all 4 pieces of the samurai armor.",,,Achievement,Heist,Shadow Raid,Normal,Incomplete,,Shadow Raid
"I Will Die and Die, and Die Again",Complete the Shadow Raid job on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,Shadow Raid
Funding Father,"Complete any heist while you and your four man crew are wearing one different ""Big Bank"" mask each. Unlocks the ""Marksman Stock"" for the Falcon rifle.","Complete any heist while you and your four man crew are wearing one different ""Big Bank"" mask each. Unlocks the Marksman Stock for the Falcon rifle.",Yes,Achievement,Equipment,,Normal,Incomplete,,Big Bank (DLC)
Broke the Piggy Bank,Complete The Big Bank job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Big Bank (DLC)
The Big Bank Theory,Complete The Big Bank job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Big Bank (DLC)
Just Like in the Movies,Complete The Big Bank job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Big Bank (DLC)
Go Big or Go Home,Complete The Big Bank job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Big Bank (DLC)
You Can Only Plan to Fail,Complete The Big Bank job on the Mayhem difficulty or above.,,,Achievement,Completion,,Mayhem,Incomplete,,Big Bank (DLC)
Don't Forget to Floss,Complete The Big Bank job on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,Big Bank (DLC)
Size Does Matter,Complete The Big Bank job on the Death Sentence difficulty.,,,Achievement,Completion,,Death Sentence,Incomplete,,Big Bank (DLC)
Piggy Broke the Bank,Complete The Big Bank job on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,,DSOD,Incomplete,,Big Bank (DLC)
Backing Bobblehead Bob,"Bring Bobblehead Bob to the vault. Unlocks ""The 18th"" mask, the ""Gemstone"" material, the ""God of War"" pattern and the ""Wooden Stock"" for the Falcon rifle.","Bring Bobblehead Bob to the vault. Unlocks“The 18th” mask, the ""Gemstone"" material, the ""God of War"" pattern and the Wooden Stock for the Falcon rifle.",,Achievement,Heist,The Big Bank,Normal,Incomplete,,Big Bank (DLC)
Don't Bring the Heat,"In the Big Bank job, complete the heist without triggering the alarm. Unlocks the ""CQB Stock"" for the Falcon rifle.","In the Big Bank job, complete the heist without triggering the alarm. Unlocks the CQB Stock for the Falcon rifle.",Yes,Achievement,Heist,The Big Bank,Normal,Incomplete,,Big Bank (DLC)
Entrapment,"In the Big Bank job, complete the heist with 12 bags in the default escape with all the lasers active. Unlocks the ""CQB Foregrip"" for the Falcon rifle.","In the Big Bank job, complete the heist with 12 bags in the default escape with all the lasers active. Unlocks the CQB Foregrip for the Falcon rifle.",Yes,Achievement,Heist,The Big Bank,Normal,Incomplete,,Big Bank (DLC)
It Takes a Pig to Kill a Pig,"Drop Floyd the pig on top of a law enforcer. Unlocks ""The 1st"" mask, the ""Exhausted"" material, the ""Ruler"" pattern and the ""Extended Magazine"" for the Falcon rifle.","Drop Floyd the pig on top of a lawforcer. Unlocks “The 1st” mask, the ""Exhausted"" material, the ""Ruler"" pattern and the Extended Magazine for the Falcon rifle.",,Achievement,Heist,The Big Bank,Normal,Incomplete,,Big Bank (DLC)
It Takes Two to Tango,"In The Big Bank job, hack the correct computer on the first try. Unlocks ""The First American"" mask, the ""Parchment"" material, the ""Roman"" pattern and the ""Tactical Grip"" for the Falcon rifle.","Hack the correct computer on the first try in The Big Bank job. Unlocks “The First American” mask, the ""Parchment"" material, the ""Roman"" pattern and the Tactical Grip for the Falcon rifle.",Yes,Achievement,Heist,The Big Bank,Normal,Incomplete,,Big Bank (DLC)
Matrix With Lasers,"In the Big Bank job, open the vault by using the ""Beast"" drill and escape using the C4 Tunneling asset without killing any snipers on the Death Wish difficulty or above.",,,Achievement,Heist,The Big Bank,Death Wish,Incomplete,,Big Bank (DLC)
Sweet Sixteen,"Complete The Big Bank job with 16 secured bags. Unlocks ""The 16th"" mask, the ""Clay"" material, the ""Spartan"" pattern and the ""Marksman Foregrip"" for the Falcon rifle.","Complete The Big Bank job with 16 secured bags. Unlocks “The 16th” mask, the ""Clay"" material, the ""Spartan"" pattern and the Marksman Foregrip for the Falcon rifle.",Yes,Achievement,Heist,The Big Bank,Normal,Incomplete,,Big Bank (DLC)
12 Angry Minutes,"In the Big Bank job, complete the heist in under 12 minutes on the Hard difficulty or above. Unlocks the ""Wooden Foregrip"" for the Falcon rifle.","In the Big Bank job, complete the heist in under 12 minutes on the Hard difficulty or above. Unlocks the Wooden Foregrip for the Falcon rifle.",Yes,Achievement,Heist,The Big Bank,Hard,Incomplete,,Big Bank (DLC)
You Owe Me One,"In the Big Bank job, start the Big Bank job after having spent all 10 favors in Preplanning. Unlocks the ""Retro Foregrip"" for the Falcon rifle.","In the Big Bank job, start the Big Bank job after having spent all 10 favors in Preplanning. Unlocks the Retro Foregrip for the Falcon rifle.",Yes,Achievement,Heist,The Big Bank,Normal,Incomplete,,Big Bank (DLC)
Police Brutality,Beat a Shield to death using the Telescopic Baton.,,,Achievement,Equipment,,Normal,Incomplete,,Gage Shotgun Pack
"Lock, Stock & Eight Smoking Barrels","Own the Locomotive, Street Sweeper, Reinfeld, Mosconi, Izhma, Raven and M1014 Shotguns. Unlocks the ""Flip-up Sight"" for the Raven shotgun.","Own the Locomotive, Street Sweeper, Reinfeld, Mosconi, Izhma, Raven and M1014 Shotguns. Unlocks the Flip-up Sight for the Raven shotgun.",Yes,Achievement,Inventory,,Normal,Incomplete,,Gage Shotgun Pack
"Knock, Knock","Kill 50 Shields using any shotgun and slug ammo. Unlocks the ""Collapsed Stock"" for the M1014 shotgun.",Kill 50 Shields using any shotgun and slug ammo. Unlocks the Collapsed Stock for the M1014 shotgun.,Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Shotgun Pack
Every day I'm Shovelin',"On the Nightclub job, kill 25 law enforcers using your shovel. Unlocks the ""Short Barrel"" for the Raven shotgun.","On the Nightclub heist, kill 25 law enforcers using your shovel. Unlocks the Short Barrel for the Raven shotgun.",Yes,Achievement,Heist,Nightclub,Normal,Incomplete,,Gage Shotgun Pack
Clay Pigeon Shooting,"Kill 10 snipers using any shotgun and flechette ammo. Unlocks the ""Long Barrel"" for the Raven shotgun, ""Clint"" mask, ""Leaf"" material and ""Monkey Skull"" pattern.","Kill 10 snipers using any shotgun and flechette ammo. Unlocks the Long Barrel for the Raven shotgun, ""Clint"" mask, ""Leaf"" material and ""Monkey Skull"" pattern.",Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Shotgun Pack
Shock and Awe,"Hit 4 enemies simultaneously using any shotgun and HE rounds. Unlocks the ""Solid Stock"" for the M1014 shotgun.",Hit 4 enemies simultaneously using any shotgun and HE rounds. Unlocks the Tactical Stock for the M1014 shotgun.,Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Shotgun Pack
Four Monkeys,"In the Rats job, complete the heist while you and your four man crew are wearing one different ""Shotgun Pack"" mask each on the OVERKILL difficulty or above.","In the Rats job, complete the heist while you and your four man crew are wearing one different ""Shotgun Pack"" mask each on OVERKILL difficulty or above.",,Achievement,Heist,Rats,Overkill,Incomplete,,Gage Shotgun Pack
Seven Eleven,"Get 7 enemy headshot kills within 11 seconds using any shotgun. Unlocks the ""Short Barrel"" for the M1014 shotgun, ""John"" mask, ""Explosive"" material and ""Terror"" pattern.","Get 7 enemy headshot kills within 11 seconds using any shotgun. Unlocks the Short Barrel for the M1014 shotgun, “John” mask, “Explosive” material and “Terror” pattern.",Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Shotgun Pack
Bang for the Buck,"Kill 10 Bulldozers using any shotgun and 000 buckshot ammo. Unlocks the ""Long Barrel"" for the Street Sweeper shotgun, ""Steven"" mask, ""Sparks"" material and ""Chief"" pattern.","Kill 10 Bulldozers using any shotgun and 000 buckshot ammo. Unlocks the Long Barrel for the Street Sweeper shotgun, ""Steven"" mask, ""Sparks"" material and ""Chief"" pattern.",Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Shotgun Pack
Shotguns 101,"Complete any heist by killing at least 50 enemies and getting 101% accuracy or above using any shotgun. Unlocks the ""Long Barrel"" for the M1014 shotgun.",Complete any heist by killing at least 50 enemies and get 101% accuracy or above using any shotgun. Unlocks the Long Barrel for the M1014 shotgun.,Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Shotgun Pack
No Heist for Old Men,"Complete any day of a heist in stealth with a Locomotive 12G shotgun modified with the ""Silent Killer Suppressor"" equipped. Unlocks the ""Suppressed Barrel"" for the Street Sweeper shotgun, ""Rutger"" mask, ""Banana Peel"" material and ""Banana"" pattern.","Complete any heist in stealth with a Locomotive 12G shotgun modified with the ""Silent Killer Suppressor"" equipped. Unlocks the Suppressed Barrel for the Street Sweeper shotgun, ""Rutger"" mask, ""Banana Peel"" material and ""Banana"" pattern.",Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Shotgun Pack
Swing Dancing,"Complete any single day of a heist, killing at least 50 enemies using only your melee weapon.",,,Achievement,Equipment,,Normal,Incomplete,,Gage Shotgun Pack
Precision Aiming,"Kill 25 Bulldozers using the Gewehr 3 Rifle. Unlocks the ""Sniper Barrel"" for the Clarion rifle, ""Sniper Stock"", ""Sniper Grip"" and ""Sniper Foregrip"" for the Gecko 7.62 rifle, ""Precision Stock"", ""Precision Foregrip"", ""Precision Grip"" and the ""DMR Kit"" for the Gewehr 3 rifle as well as the ""Black Death"" mask.","Kill 25 Bulldozers using the Gewehr 3 Rifle. Unlocks the Sniper Barrel for the Clarion rifle, Sniper Stock, Sniper Grip and Sniper Foregrip for the Gecko 7.62 rifle, Precision Stock, Precision Foregrip, Precision Grip and the DMR Kit for the Gewehr 3 rifle as well as the “Black Death” mask.",Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Assault Pack
